Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	HCA_C_1 Spectral Count	HCA_C_2 Spectral Count	HCA_C_3 Spectral Count	HCA_I_1 Spectral Count	HCA_I_2 Spectral Count	HCA_I_3 Spectral Count	HCA_K_1 Spectral Count	HCA_K_2 Spectral Count	HCA_M_1 Spectral Count	HCA_M_2 Spectral Count	HIT_C_1 Spectral Count	HIT_C_2 Spectral Count	HIT_C_3 Spectral Count	HIT_I_1 Spectral Count	HIT_I_2 Spectral Count	HIT_I_3 Spectral Count	HIT_K_1 Spectral Count	HIT_K_2 Spectral Count	HIT_K_3 Spectral Count	HIT_M_1 Spectral Count	HIT_M_2 Spectral Count	HIT_M_3 Spectral Count	HCA_C_1 Unique Spectral Count	HCA_C_2 Unique Spectral Count	HCA_C_3 Unique Spectral Count	HCA_I_1 Unique Spectral Count	HCA_I_2 Unique Spectral Count	HCA_I_3 Unique Spectral Count	HCA_K_1 Unique Spectral Count	HCA_K_2 Unique Spectral Count	HCA_M_1 Unique Spectral Count	HCA_M_2 Unique Spectral Count	HIT_C_1 Unique Spectral Count	HIT_C_2 Unique Spectral Count	HIT_C_3 Unique Spectral Count	HIT_I_1 Unique Spectral Count	HIT_I_2 Unique Spectral Count	HIT_I_3 Unique Spectral Count	HIT_K_1 Unique Spectral Count	HIT_K_2 Unique Spectral Count	HIT_K_3 Unique Spectral Count	HIT_M_1 Unique Spectral Count	HIT_M_2 Unique Spectral Count	HIT_M_3 Unique Spectral Count	HCA_C_1 Total Spectral Count	HCA_C_2 Total Spectral Count	HCA_C_3 Total Spectral Count	HCA_I_1 Total Spectral Count	HCA_I_2 Total Spectral Count	HCA_I_3 Total Spectral Count	HCA_K_1 Total Spectral Count	HCA_K_2 Total Spectral Count	HCA_M_1 Total Spectral Count	HCA_M_2 Total Spectral Count	HIT_C_1 Total Spectral Count	HIT_C_2 Total Spectral Count	HIT_C_3 Total Spectral Count	HIT_I_1 Total Spectral Count	HIT_I_2 Total Spectral Count	HIT_I_3 Total Spectral Count	HIT_K_1 Total Spectral Count	HIT_K_2 Total Spectral Count	HIT_K_3 Total Spectral Count	HIT_M_1 Total Spectral Count	HIT_M_2 Total Spectral Count	HIT_M_3 Total Spectral Count	HCA_C_1 Intensity	HCA_C_2 Intensity	HCA_C_3 Intensity	HCA_I_1 Intensity	HCA_I_2 Intensity	HCA_I_3 Intensity	HCA_K_1 Intensity	HCA_K_2 Intensity	HCA_M_1 Intensity	HCA_M_2 Intensity	HIT_C_1 Intensity	HIT_C_2 Intensity	HIT_C_3 Intensity	HIT_I_1 Intensity	HIT_I_2 Intensity	HIT_I_3 Intensity	HIT_K_1 Intensity	HIT_K_2 Intensity	HIT_K_3 Intensity	HIT_M_1 Intensity	HIT_M_2 Intensity	HIT_M_3 Intensity	HCA_C_1 MaxLFQ Intensity	HCA_C_2 MaxLFQ Intensity	HCA_C_3 MaxLFQ Intensity	HCA_I_1 MaxLFQ Intensity	HCA_I_2 MaxLFQ Intensity	HCA_I_3 MaxLFQ Intensity	HCA_K_1 MaxLFQ Intensity	HCA_K_2 MaxLFQ Intensity	HCA_M_1 MaxLFQ Intensity	HCA_M_2 MaxLFQ Intensity	HIT_C_1 MaxLFQ Intensity	HIT_C_2 MaxLFQ Intensity	HIT_C_3 MaxLFQ Intensity	HIT_I_1 MaxLFQ Intensity	HIT_I_2 MaxLFQ Intensity	HIT_I_3 MaxLFQ Intensity	HIT_K_1 MaxLFQ Intensity	HIT_K_2 MaxLFQ Intensity	HIT_K_3 MaxLFQ Intensity	HIT_M_1 MaxLFQ Intensity	HIT_M_2 MaxLFQ Intensity	HIT_M_3 MaxLFQ Intensity	Indistinguishable Proteins
Q9UBW8|CSN7A_HUMAN	Q9UBW8	CSN7A_HUMAN	COPS7A	275	Homo sapiens	1:Experimental evidence at protein level	COP9 signalosome complex subunit 7a	1.0	0.999	3	29	29	29	0	0	0	0	0	0	0	1	0	0	2	1	2	0	4	1	1	5	6	4	2	0	0	0	0	0	0	0	0	1	0	0	2	1	2	0	4	1	1	5	6	4	2	0	0	0	0	0	0	0	0	1	0	0	2	1	2	0	4	1	1	5	6	4	2	0	0.0	0.0	0.0	0.0	30528.7	0.0	0.0	32069.549	0.0	0.0	35331.64	36183.023	38990.64	25847.404	34635.516	40644.64	40615.37	75551.3	83522.266	63083.64	28985.0	0.0	0.0	0.0	0.0	0.0	22229.846	0.0	0.0	0.0	0.0	0.0	26042.262	25447.352	27771.656	19887.576	24833.95	26433.545	0.0	41876.457	47998.496	29159.684	0.0	0.0	
Q9UBX1|CATF_HUMAN	Q9UBX1	CATF_HUMAN	CTSF	484	Homo sapiens	1:Experimental evidence at protein level	Cathepsin F	0.8905	0.999	1	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3782.611	0.0	5431.8745	12121.369	8127.894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Q9UBY0|SL9A2_HUMAN	Q9UBY0	SL9A2_HUMAN	SLC9A2	812	Homo sapiens	1:Experimental evidence at protein level	Sodium/hydrogen exchanger 2	0.9948	0.998	2	11	11	11	2	0	0	0	1	0	1	2	0	0	0	0	0	1	0	2	0	0	1	1	0	0	2	0	0	0	1	0	1	2	0	0	0	0	0	1	0	2	0	0	1	1	0	0	2	0	0	0	1	0	1	2	0	0	0	0	0	1	0	2	0	0	1	1	0	0	31070.68	22942.498	0.0	0.0	25339.406	7316.1743	226745.48	20811.027	0.0	0.0	14275.448	18531.055	0.0	49145.94	18385.842	27741.494	0.0	6384.9326	29833.732	17270.309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Q9UDT6|CLIP2_HUMAN	Q9UDT6	CLIP2_HUMAN	CLIP2	1046	Homo sapiens	1:Experimental evidence at protein level	CAP-Gly domain-containing linker protein 2	1.0	0.999	7	28	28	29	2	0	1	0	0	1	0	1	0	0	3	4	3	1	2	0	2	7	0	0	0	1	2	0	1	0	0	1	0	1	0	0	3	4	3	1	2	0	2	7	0	0	0	1	2	0	1	0	0	1	0	1	0	0	4	4	3	1	2	0	2	7	0	0	0	1	77145.28	78000.5	164144.47	0.0	90299.56	61130.53	0.0	7283.1694	0.0	0.0	37312.6	55986.24	54356.36	33999.664	42469.242	17694.973	129396.41	42701.906	10550.148	20153.516	0.0	39725.223	36611.613	58972.2	37895.336	0.0	19844.695	26549.13	0.0	0.0	0.0	0.0	49985.305	60824.645	61799.53	41026.39	42743.17	19277.797	47167.863	28338.984	10725.526	16799.92	0.0	0.0	
Q9UDY2|ZO2_HUMAN	Q9UDY2	ZO2_HUMAN	TJP2	1190	Homo sapiens	1:Experimental evidence at protein level	Tight junction protein ZO-2	1.0	0.999	15	132	132	132	5	9	12	5	10	9	6	5	7	1	5	8	4	2	5	5	11	7	5	6	2	3	5	9	12	5	10	9	6	5	7	1	5	8	4	2	5	5	11	7	5	6	2	3	5	9	12	5	10	9	6	5	7	1	5	8	4	2	5	5	11	7	5	6	2	3	355048.25	524212.78	386736.16	152521.72	424305.06	452960.9	77354.46	74748.164	90774.734	82309.914	152385.61	154423.0	122984.06	79502.875	146716.4	170521.7	106139.42	270677.1	216972.08	209843.86	25380.68	52189.336	68817.2	92609.77	63949.895	73278.305	62489.656	69193.92	70361.234	54061.266	76488.78	68128.87	43715.26	42035.207	44515.32	29395.145	34392.504	26378.504	56690.76	36207.664	42707.34	39273.723	38365.336	43379.125	
Q9UDY4|DNJB4_HUMAN	Q9UDY4	DNJB4_HUMAN	DNAJB4	337	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 4	1.0	0.999	16	245	239	245	7	11	10	2	3	4	9	9	3	1	13	22	20	15	10	13	17	21	12	16	20	7	7	11	10	2	3	4	9	9	3	1	11	22	20	15	10	13	15	20	12	15	20	7	7	11	10	2	3	4	9	9	3	1	13	22	20	15	10	13	17	21	12	16	20	7	301600.5	315784.28	273219.06	67400.61	404357.7	209880.62	409795.34	338764.3	138378.72	165795.33	970780.8	770366.7	601570.25	415227.78	495839.88	498826.5	978909.8	1087351.0	729826.9	1121546.9	993245.2	601146.2	112297.35	134847.14	121942.26	0.0	142350.0	81400.48	231711.77	158619.95	109715.24	127321.81	296103.84	220270.42	189814.61	146746.66	158022.86	152060.42	350069.56	285962.47	271666.9	378768.97	353520.47	334184.03	
Q9UEE9|CFDP1_HUMAN	Q9UEE9	CFDP1_HUMAN	CFDP1	299	Homo sapiens	1:Experimental evidence at protein level	Craniofacial development protein 1	0.8905	0.999	1	32	32	32	1	1	0	0	4	2	0	5	1	2	1	3	1	0	1	3	0	1	2	2	2	0	1	1	0	0	4	2	0	5	1	2	1	3	1	0	1	3	0	1	2	2	2	0	1	1	0	0	4	2	0	5	1	2	1	3	1	0	1	3	0	1	2	2	2	0	60469.6	74025.79	24042.312	0.0	48302.246	54237.523	0.0	34810.082	37164.133	34111.78	45915.22	41783.035	52453.035	16695.275	35349.395	31896.914	0.0	27266.445	29246.52	33170.484	64957.277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Q9UEU0|VTI1B_HUMAN	Q9UEU0	VTI1B_HUMAN	VTI1B	232	Homo sapiens	1:Experimental evidence at protein level	Vesicle transport through interaction with t-SNAREs homolog 1B	1.0	0.999	4	40	40	40	1	2	1	2	2	1	0	1	1	1	1	4	2	1	2	3	4	4	2	3	1	1	1	2	1	2	2	1	0	1	1	1	1	4	2	1	2	3	4	4	2	3	1	1	1	2	1	2	2	1	0	1	1	1	1	4	2	1	2	3	4	4	2	3	1	1	50365.637	72156.19	54150.25	58721.76	70816.81	71528.01	0.0	33990.05	40421.348	49829.254	60761.79	94397.54	44926.13	85528.42	80104.51	46004.656	69751.85	95898.2	60004.297	79696.91	31751.17	38888.543	35695.547	51590.453	38759.316	41999.02	50667.684	50892.855	0.0	0.0	0.0	0.0	43334.176	36175.137	29902.434	24803.557	40923.387	19236.656	49659.832	30841.656	26386.6	40127.863	0.0	0.0	
Q9UEY8|ADDG_HUMAN	Q9UEY8	ADDG_HUMAN	ADD3	706	Homo sapiens	1:Experimental evidence at protein level	Gamma-adducin	1.0	0.999	5	28	28	28	0	0	0	0	0	0	0	0	0	0	3	3	2	1	2	3	0	4	1	3	4	2	0	0	0	0	0	0	0	0	0	0	3	3	2	1	2	3	0	4	1	3	4	2	0	0	0	0	0	0	0	0	0	0	3	3	2	1	2	3	0	4	1	3	4	2	0.0	0.0	0.0	0.0	41643.633	0.0	0.0	0.0	0.0	0.0	106229.56	100254.0	78381.84	63371.72	104685.89	86383.555	0.0	524286.06	33845.76	68400.11	95769.52	40718.703	0.0	0.0	0.0	0.0	18746.568	0.0	0.0	0.0	0.0	0.0	45438.844	48862.133	41553.633	37479.863	42463.508	35454.285	0.0	53038.24	34726.516	59974.473	54875.883	0.0	
Q9UFN0|NPS3A_HUMAN	Q9UFN0	NPS3A_HUMAN	NIPSNAP3A	247	Homo sapiens	1:Experimental evidence at protein level	Protein NipSnap homolog 3A	1.0	0.999	8	117	107	117	3	4	3	0	4	5	5	2	0	0	10	9	6	9	5	6	6	7	11	9	6	7	3	4	3	0	3	5	5	2	0	0	8	8	6	6	4	5	6	6	11	9	6	7	3	4	3	0	4	5	5	2	0	0	10	9	6	9	5	6	6	7	11	9	6	7	115917.086	128649.03	51603.19	0.0	727784.06	55511.418	118539.06	62832.195	0.0	0.0	739310.6	435015.8	184837.9	383497.25	381318.47	450106.44	254775.88	362778.06	341394.7	345001.56	201526.94	212758.92	80910.65	116389.805	0.0	0.0	96007.52	82567.016	117244.24	81026.375	0.0	0.0	201472.55	128969.52	83544.86	72125.984	84279.32	88341.39	150158.27	130407.836	177607.19	185324.1	130427.63	121276.34	
Q9UFW8|CGBP1_HUMAN	Q9UFW8	CGBP1_HUMAN	CGGBP1	167	Homo sapiens	1:Experimental evidence at protein level	CGG triplet repeat-binding protein 1	0.8744	0.9988	1	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16291.825	13702.674	0.0	0.0	10125.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Q9UGI8|TES_HUMAN	Q9UGI8	TES_HUMAN	TES	421	Homo sapiens	1:Experimental evidence at protein level	Testin	1.0	0.999	11	58	58	58	0	0	0	0	0	0	0	0	0	1	4	2	4	6	6	7	2	5	11	4	4	2	0	0	0	0	0	0	0	0	0	1	4	2	4	6	6	7	2	5	11	4	4	2	0	0	0	0	0	0	0	0	0	1	4	2	4	6	6	7	2	5	11	4	4	2	0.0	0.0	0.0	0.0	12886.849	0.0	0.0	0.0	84729.195	128955.8	83899.21	106515.25	99116.95	81240.79	125103.305	162823.62	27226.777	129364.28	105329.98	95273.445	57494.027	41158.906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30803.643	22659.266	22985.83	28302.623	29437.432	25735.553	0.0	24724.688	24759.014	23117.299	26292.004	46417.2	
Q9UGL9|CRCT1_HUMAN	Q9UGL9	CRCT1_HUMAN	CRCT1	99	Homo sapiens	1:Experimental evidence at protein level	Cysteine-rich C-terminal protein 1	0.8791	0.9989	1	4	4	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	7429.3926	23913.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Q9UGM3|DMBT1_HUMAN	Q9UGM3	DMBT1_HUMAN	DMBT1	2413	Homo sapiens	1:Experimental evidence at protein level	Deleted in malignant brain tumors 1 protein	1.0	0.999	3	17	17	17	2	0	2	0	1	8	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	1	8	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	1	8	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	102653.516	30735.543	62332.28	0.0	41006.215	175870.95	0.0	0.0	24234.096	26605.584	41614.043	0.0	41466.297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86209.57	0.0	51400.65	0.0	27426.39	123927.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Q9UGV2|NDRG3_HUMAN	Q9UGV2	NDRG3_HUMAN	NDRG3	375	Homo sapiens	1:Experimental evidence at protein level	Protein NDRG3	0.9999	0.999	2	12	12	12	0	3	2	0	2	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	2	0	2	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	2	0	2	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	15946.561	37058.57	24071.152	0.0	33268.64	35179.848	0.0	0.0	0.0	0.0	8677.761	12714.258	7734.415	24911.547	23755.61	11352.467	0.0	2152.942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9309.349	0.0	18787.99	17480.479	4826.1855	0.0	0.0	0.0	0.0	0.0	0.0	
Q9UH65|SWP70_HUMAN	Q9UH65	SWP70_HUMAN	SWAP70	585	Homo sapiens	1:Experimental evidence at protein level	Switch-associated protein 70	1.0	0.999	22	157	157	157	1	1	0	0	6	0	5	9	3	2	9	7	6	9	6	9	2	20	24	16	14	8	1	1	0	0	6	0	5	9	3	2	9	7	6	9	6	9	2	20	24	16	14	8	1	1	0	0	6	0	5	9	3	2	9	7	6	9	6	9	2	20	24	16	14	8	299670.84	381976.62	296075.44	0.0	404488.66	299574.47	151401.94	239084.33	67541.49	85373.97	256478.78	357112.7	189448.33	280116.4	317448.8	279670.38	30466.592	442499.03	445792.12	422683.2	351753.56	203988.19	57609.688	54413.266	45147.414	0.0	84637.555	63031.844	155541.38	129048.32	110652.5	101301.84	83516.53	71432.2	73821.78	76827.94	73042.08	49888.215	158518.34	105161.96	94462.7	106763.055	141288.48	103400.17	
Q9UHA4|LTOR3_HUMAN	Q9UHA4	LTOR3_HUMAN	LAMTOR3	124	Homo sapiens	1:Experimental evidence at protein level	Ragulator complex protein LAMTOR3	0.9999	0.999	2	39	39	39	3	0	0	0	0	0	0	0	0	0	5	6	2	4	4	4	0	4	3	3	1	0	3	0	0	0	0	0	0	0	0	0	5	6	2	4	4	4	0	4	3	3	1	0	3	0	0	0	0	0	0	0	0	0	5	6	2	4	4	4	0	4	3	3	1	0	32032.576	0.0	9646.211	0.0	34716.02	0.0	0.0	0.0	0.0	0.0	62586.33	66185.77	66676.3	113346.78	104204.08	121534.45	0.0	66911.56	36714.05	26332.617	36421.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44428.008	39551.406	38405.79	109530.24	89453.5	109622.86	0.0	54445.133	46053.258	28157.92	0.0	0.0	
Q9UHB6|LIMA1_HUMAN	Q9UHB6	LIMA1_HUMAN	LIMA1	759	Homo sapiens	1:Experimental evidence at protein level	LIM domain and actin-binding protein 1	1.0	0.999	18	229	229	229	9	12	10	13	15	19	0	5	1	2	13	15	17	18	20	18	2	14	7	11	5	3	9	12	10	13	15	19	0	5	1	2	13	15	17	18	20	18	2	14	7	11	5	3	9	12	10	13	15	19	0	5	1	2	13	15	17	18	20	18	2	14	7	11	5	3	300055.53	517348.53	377812.8	202376.9	509764.2	481066.4	0.0	143702.47	23643.914	41694.984	318454.47	330973.16	307979.38	561811.75	394680.38	375957.22	64514.504	246061.19	161625.56	221510.4	77447.06	57224.477	72017.13	127781.03	85402.58	76170.47	96362.64	99821.64	0.0	44906.664	0.0	0.0	54359.33	62673.293	49594.2	62623.426	62832.29	60559.98	0.0	34896.305	26898.326	28973.207	47325.336	42280.953	
Q9UHB9|SRP68_HUMAN	Q9UHB9	SRP68_HUMAN	SRP68	627	Homo sapiens	1:Experimental evidence at protein level	Signal recognition particle subunit SRP68	1.0	0.999	3	6	6	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	1	0	0	0.0	0.0	0.0	0.0	19773.656	0.0	0.0	0.0	0.0	0.0	17604.23	17572.447	19249.998	3430.1836	28273.828	26515.543	0.0	24928.342	35820.535	41822.445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16684.908	22157.9	0.0	11571.127	15554.6	16414.406	0.0	0.0	
Q9UHD1|CHRD1_HUMAN	Q9UHD1	CHRD1_HUMAN	CHORDC1	332	Homo sapiens	1:Experimental evidence at protein level	Cysteine and histidine-rich domain-containing protein 1	1.0	0.999	8	120	120	120	5	5	2	6	5	10	0	3	5	2	8	5	9	3	10	11	2	14	8	3	3	1	5	5	2	6	5	10	0	3	5	2	8	5	9	3	10	11	2	14	8	3	3	1	5	5	2	6	5	10	0	3	5	2	8	5	9	3	10	11	2	14	8	3	3	1	180422.39	191379.98	125435.76	117900.81	218006.67	231030.95	0.0	34063.348	84845.586	83891.66	236965.45	259899.75	258933.31	137297.7	217536.27	256933.69	6901.974	273750.1	172266.6	155958.08	46129.47	15374.951	66940.45	74190.5	72367.42	94156.734	66353.055	74033.945	0.0	19472.357	37344.355	35747.37	60835.473	55961.6	68367.05	30806.5	48546.81	49140.93	0.0	53802.38	38564.79	33209.5	37820.066	0.0	
Q9UHD8|SEPT9_HUMAN	Q9UHD8	SEPT9_HUMAN	SEPTIN9	586	Homo sapiens	1:Experimental evidence at protein level	Septin-9	1.0	0.999	12	126	126	126	9	8	7	6	4	3	5	11	2	2	7	10	4	3	7	8	1	9	7	8	4	1	9	8	7	6	4	3	5	11	2	2	7	10	4	3	7	8	1	9	7	8	4	1	9	8	7	6	4	3	5	11	2	2	7	10	4	3	7	8	1	9	7	8	4	1	404233.34	560434.7	405231.5	178635.31	340794.4	313817.9	75337.9	212113.58	121723.99	180824.03	199469.0	164670.17	169594.1	119711.84	140615.38	131332.73	71269.44	146089.42	129408.66	118838.36	94085.32	25632.326	106822.375	174638.64	153404.81	90819.68	91283.29	93583.086	95224.08	80252.35	0.0	0.0	57074.05	61434.562	62098.04	37643.27	44881.36	44056.113	0.0	54886.234	54199.656	54126.793	53738.86	0.0	
Q9UHD9|UBQL2_HUMAN	Q9UHD9	UBQL2_HUMAN	UBQLN2	624	Homo sapiens	1:Experimental evidence at protein level	Ubiquilin-2	0.9921	0.999	4	2	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	1	2	1	3	2	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9550.811	10127.458	0.0	6568.7944	9240.933	7676.3457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Q9UHG3|PCYOX_HUMAN	Q9UHG3	PCYOX_HUMAN	PCYOX1	505	Homo sapiens	1:Experimental evidence at protein level	Prenylcysteine oxidase 1	1.0	0.999	7	32	32	32	0	0	0	0	0	0	0	12	6	4	0	0	0	0	1	0	0	2	5	1	1	0	0	0	0	0	0	0	0	12	6	4	0	0	0	0	1	0	0	2	5	1	1	0	0	0	0	0	0	0	0	12	6	4	0	0	0	0	1	0	0	2	5	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179257.5	103847.766	92623.84	13951.903	5778.6406	8512.329	0.0	10651.682	8711.824	0.0	34713.945	45336.727	42681.008	24473.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39766.93	30937.746	27570.246	0.0	0.0	0.0	0.0	8881.092	4300.3594	0.0	18008.81	35899.93	22147.793	0.0	0.0	
Q9UHI8|ATS1_HUMAN	Q9UHI8	ATS1_HUMAN	ADAMTS1	967	Homo sapiens	1:Experimental evidence at protein level	A disintegrin and metalloproteinase with thrombospondin motifs 1	1.0	0.999	4	9	9	9	0	0	0	0	0	0	2	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	35155.97	0.0	62681.65	61341.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32280.436	31640.867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Q9UHJ6|SHPK_HUMAN	Q9UHJ6	SHPK_HUMAN	SHPK	478	Homo sapiens	1:Experimental evidence at protein level	Sedoheptulokinase	1.0	0.999	15	181	181	181	17	10	9	4	10	12	3	7	2	1	12	16	12	7	9	12	4	6	10	6	5	7	17	10	9	4	10	12	3	7	2	1	12	16	12	7	9	12	4	6	10	6	5	7	17	10	9	4	10	12	3	7	2	1	12	16	12	7	9	12	4	6	10	6	5	7	357950.28	375913.6	316208.38	70354.63	699120.56	455327.16	60196.273	111574.03	51397.81	39955.11	290475.78	316663.6	274698.47	228727.84	244787.05	296287.06	64327.87	166579.17	223276.98	204491.36	77402.41	173564.44	71480.516	80855.74	86430.27	62546.008	81604.69	96532.39	56948.67	40007.715	31162.51	18549.068	59801.816	57510.555	59520.543	58284.453	52031.42	60641.34	46365.48	31584.652	47135.016	37842.383	37987.58	76802.81	
Q9UHL4|DPP2_HUMAN	Q9UHL4	DPP2_HUMAN	DPP7	492	Homo sapiens	1:Experimental evidence at protein level	Dipeptidyl peptidase 2	1.0	0.999	14	338	338	338	16	14	20	20	13	21	9	11	9	6	13	23	18	15	18	26	14	21	14	13	11	13	16	14	20	20	13	21	9	11	9	6	13	23	18	15	18	26	14	21	14	13	11	13	16	14	20	20	13	21	9	11	9	6	13	23	18	15	18	26	14	21	14	13	11	13	739149.0	979968.25	673781.25	819031.3	634137.25	852831.44	341195.3	251947.31	355594.0	442477.9	558082.4	426180.28	368296.4	461986.72	561955.7	497106.03	340060.25	423252.56	294553.2	299337.28	250036.3	304556.7	140235.72	186604.81	154743.94	184829.31	129128.26	161361.44	196292.36	66104.84	92363.53	105127.94	114202.42	93256.32	81694.484	109762.0	117744.07	128381.17	77118.63	94337.32	81619.67	72211.21	74673.9	96999.4	
Q9UHR5|S30BP_HUMAN	Q9UHR5	S30BP_HUMAN	SAP30BP	308	Homo sapiens	1:Experimental evidence at protein level	SAP30-binding protein	0.8905	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10299.428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
